,Host Id,Host Since,Name,Borough,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
9766,3976338,2012-10-25,Cute room in Ridgewood,Queens,Apartment,85.0,Private room,11385.0,1.0,1,33,63,85.0
25989,27428499,2015-02-08,Sun-Drenched Williamsburg Apartment,Brooklyn,Apartment,,Entire home/apt,11211.0,1.0,1,0,190,
29681,11235560,2015-07-27,True 1 BR/1 BA in the heart of Soho,Manhattan,Apartment,100.0,Entire home/apt,10014.0,1.0,1,1,225,100.0
8444,3177516,2012-08-06,Master Bedroom Rent in Art Chic,Brooklyn,Apartment,80.0,Private room,11237.0,1.0,1,1,75,80.0
13927,7078254,2013-06-23,Big room overlooking Prospect Park!,Brooklyn,Apartment,80.0,Private room,11225.0,1.0,1,1,45,80.0
21669,18917309,2014-07-26,"private bathroom, yard, off L train",Queens,House,100.0,Private room,11237.0,1.0,1,9,75,100.0
23527,22476281,2014-10-13,Heart of Prospect Heights,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,1,1,80,100.0
18674,13063145,2014-03-12,Charm & Beauty close to Manhattan,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,2.0,1,50,99,92.0
6173,1993978,2012-03-23,Amazing loft  in Greenwich village,Manhattan,Loft,100.0,Entire home/apt,10014.0,2.0,1,3,390,100.0
16524,10025067,2013-11-15,Spacious New York Apartment,Bronx,Apartment,,Entire home/apt,10462.0,1.0,1,0,100,
4350,1302599,2011-10-17,West Village one bedroom,Manhattan,Apartment,,Entire home/apt,10014.0,1.0,1,0,150,
4516,1360198,2011-11-01,"Wedding guests accommodations, etc.",Staten Island,House,,Entire home/apt,10305.0,16.0,1,0,625,
6113,1971142,2012-03-19,Bright Brooklyn garden apartment!,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,1.0,1,62,135,93.0
21502,18602194,2014-07-21,Lovely East Village Studio,Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,1,9,160,100.0
17643,11230955,2014-01-12,Private Room in Authentic Brooklyn,Brooklyn,Apartment,85.0,Private room,11233.0,1.0,1,4,45,85.0
25325,25475429,2015-01-01,"HUGE 2 bdrm, Lorimer L Stop Wburg!",Brooklyn,Apartment,,Entire home/apt,11211.0,2.0,1,0,315,
13395,6581587,2013-05-26,Private Room in Historic Brooklyn,Brooklyn,House,85.0,Private room,11225.0,1.0,1,23,75,86.0
22269,20240243,2014-08-18,Living Room in East Harlem,Manhattan,Apartment,,Shared room,10035.0,1.0,1,0,80,
14922,8154036,2013-08-14,Shabby Chic Brooklyn Studio,Brooklyn,Apartment,100.0,Entire home/apt,11205.0,1.0,1,1,125,100.0
8901,3435970,2012-08-31,charming 2BD in Brooklyn Heights,Brooklyn,Apartment,,Entire home/apt,11201.0,2.0,1,0,210,
12560,5900161,2013-04-12,Bright 2 Bed Apt Sleeps 4 in LES,Manhattan,Apartment,90.0,Entire home/apt,10002.0,2.0,1,14,198,94.0
1188,196298,2010-08-09,Room Trendy Brooklyn Neighborhood,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,4,104,93.0
24436,23992867,2014-11-21,"Classic Eastside  Manhattan 1br,",Manhattan,Apartment,85.0,Entire home/apt,10029.0,1.0,1,12,125,85.0
28653,36213868,2015-06-19,1 to 2 ROOM(s) For 1 to 5 Friends!,Manhattan,Apartment,,Private room,10033.0,3.0,1,0,157,
28932,37091023,2015-06-29,Lovely private room with half bath,Brooklyn,Apartment,100.0,Private room,11215.0,1.0,1,1,100,100.0
14702,7895505,2013-08-02,Fantastic 1 Bedroom in Soho,Manhattan,Apartment,,Entire home/apt,10013.0,1.0,1,0,235,
28357,35505692,2015-06-10,Ultra luxurious mid town west apt,Manhattan,Apartment,50.0,Entire home/apt,10019.0,1.0,1,2,220,50.0
9819,4014261,2012-10-30,2 floor,Manhattan,Apartment,80.0,Entire home/apt,10065.0,4.0,1,34,200,84.0
6275,2042574,2012-03-31,Big House 3 Best Location w Outdoor,Brooklyn,House,80.0,Private room,11238.0,1.0,1,1,89,80.0
680,94735,2010-03-16,3BR/3Bth - Broadway/Upper West Side,Manhattan,Apartment,100.0,Entire home/apt,10023.0,3.0,1,6,800,100.0
16885,10380050,2013-12-02,Clean and peaceful home,Manhattan,Apartment,100.0,Private room,10031.0,1.0,1,6,54,100.0
2900,667770,2011-06-05,Room Right by Columbia University,Manhattan,Apartment,90.0,Private room,10025.0,1.0,1,135,79,94.0
3135,753766,2011-06-28,Huge room with a parkside view!,Brooklyn,Apartment,100.0,Private room,11226.0,1.0,1,4,41,100.0
2168,417504,2011-03-01,2 BR w/ Terrace @ Box House Hotel,Brooklyn,Apartment,80.0,Entire home/apt,11222.0,3.0,1,8,599,83.0
4667,1406458,2011-11-14,Beautiful duplex loft with Skylight,Manhattan,Apartment,85.0,Entire home/apt,10013.0,3.0,1,5,210,88.0
1779,310670,2010-12-05,DOMINIQUE'S  NYC DELUXE GETAWAY RM,Bronx,House,90.0,Private room,10475.0,1.0,1,11,80,94.0
19769,15423843,2014-05-12,"Time Square,Hell's Kitchen, Amazing",Manhattan,Apartment,85.0,Entire home/apt,10036.0,1.0,1,15,179,88.0
1583,277595,2010-11-03,"Beautiful Room with Bath, Balcony",Brooklyn,Apartment,90.0,Private room,11222.0,1.0,1,76,80,91.0
21205,17958831,2014-07-11,"Midtown Apt, Quiet, Walk to subway",Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,1,6,200,93.0
18769,13304917,2014-03-19,"Cozy Spot,Central Park & Mt Sinai!",Manhattan,Apartment,95.0,Entire home/apt,10029.0,1.0,1,7,89,97.0
23875,23162890,2014-10-30,Flatbush Gardens,Brooklyn,Apartment,100.0,Private room,11226.0,2.0,1,5,86,100.0
29379,38586047,2015-07-15,Private Bedroom in Flatiron,Manhattan,Apartment,90.0,Private room,10010.0,1.0,1,2,139,90.0
20672,17122110,2014-06-22,Charming Greenwich Village Flat,Manhattan,Apartment,85.0,Entire home/apt,10011.0,1.0,1,7,240,87.0
28732,36534042,2015-06-23,A huge apartment near Manhattan,Brooklyn,Apartment,100.0,Entire home/apt,11209.0,2.0,1,1,120,100.0
16103,9603153,2013-10-23,Penn Station 30th-Madison Sq Garden,Manhattan,Apartment,90.0,Entire home/apt,10001.0,1.0,1,28,185,94.0
17157,10641598,2013-12-15,Great Queen Suite in NY Townhouse,Manhattan,Bed & Breakfast,90.0,Private room,10011.0,1.0,1,3,199,93.0
2738,609746,2011-05-21,Cozy room in West Village,Manhattan,Apartment,90.0,Private room,10012.0,1.0,1,8,95,90.0
26715,30112106,2015-03-27,Belltower room in huge loft,Brooklyn,Loft,85.0,Private room,11206.0,1.0,1,3,70,87.0
29326,38405623,2015-07-13,Lovely room in Astoria,Queens,Apartment,,Private room,11106.0,1.0,1,0,70,
23730,22902988,2014-10-23,Bright & beautiful NYC bedroom .,Manhattan,Apartment,100.0,Private room,10027.0,1.0,1,2,70,100.0
2592,567972,2011-05-08,*NEW* Loft in Bushwick/Brooklyn,Brooklyn,Apartment,,Entire home/apt,11206.0,1.0,1,1,120,
24100,23548583,2014-11-09,Perfect 2 Bedroom Bklyn Apt,Brooklyn,Apartment,90.0,Entire home/apt,11203.0,2.0,1,9,135,91.0
14950,8184930,2013-08-15,Cozy,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,1,2,65,100.0
4574,1377466,2011-11-06,"Sunny room, upper east side",Manhattan,Apartment,95.0,Private room,10075.0,1.0,1,69,110,95.0
19639,15151070,2014-05-05,NYC 2BD/2BA APT IN DOORMAN BLDG,Manhattan,Apartment,100.0,Entire home/apt,10028.0,3.0,1,2,250,100.0
5588,1698844,2012-02-04,Brick Exposed Apartment on Spring,Manhattan,Apartment,95.0,Private room,10012.0,2.0,1,12,125,98.0
15988,9467620,2013-10-16,Architect's Studio,Brooklyn,Apartment,80.0,Entire home/apt,11213.0,1.0,1,8,144,83.0
3309,829717,2011-07-17,Lovely 1 BR on Upper West Side,Manhattan,Apartment,90.0,Entire home/apt,10024.0,1.0,1,6,150,90.0
9576,3868692,2012-10-14,Vibrant Manhattan Artist Loft,Manhattan,Apartment,95.0,Entire home/apt,10004.0,3.0,1,15,475,99.0
7261,2520105,2012-06-01,ARTIST LOFT w. Amazing Terrace!,Brooklyn,Loft,95.0,Entire home/apt,11201.0,2.0,1,12,500,96.0
9876,4049527,2012-11-03,Beautiful 1 br in Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,19,165,91.0
29860,40277041,2015-08-02,master bedroom in big retro house,Queens,House,100.0,Private room,11365.0,2.0,1,2,95,100.0
28155,34950736,2015-06-03,Flatbush Getaway,Brooklyn,Apartment,100.0,Entire home/apt,11210.0,1.0,1,7,85,100.0
26392,28846474,2015-03-06,~*Awesome Room in LIC w/ backyard*~,Queens,Apartment,100.0,Private room,11101.0,1.0,1,2,75,100.0
17139,10638353,2013-12-15,Charming 2 bedroom apartment,Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,4,400,90.0
2830,644941,2011-05-30,Lovely 1 bdrm in Prospect Heights!,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,1.0,1,13,120,95.0
20024,15902312,2014-05-23,Cozy Nest6 HEART EAST VILLAGE elev.,Manhattan,Apartment,80.0,Private room,10009.0,3.0,1,20,320,82.0
5249,1567587,2012-01-04,3 Subway Stops from MANHATTAN!!!,Queens,Apartment,90.0,Private room,11101.0,1.0,1,136,69,91.0
28197,35013117,2015-06-04,"Cozy, Sunny UWS Studio!",Manhattan,Apartment,100.0,Entire home/apt,10024.0,2.0,1,1,158,100.0
29130,37814447,2015-07-07,Serene beauty in BK Townhouse Apt.,Brooklyn,Apartment,,Entire home/apt,11216.0,1.0,1,5,125,
30199,41763873,2015-08-17,3-4 beds with free parking,Queens,Apartment,,Entire home/apt,11354.0,4.0,1,0,168,
26987,31049303,2015-04-12,Hamilton Heights Room,Manhattan,Apartment,100.0,Private room,10031.0,1.0,1,1,60,100.0
5485,1651591,2012-01-25,ArtistLoft-MccarenPark-Williamsburg,Brooklyn,Loft,95.0,Private room,11211.0,1.0,1,56,139,99.0
2250,434987,2011-03-10,Cozy room in East Village with AC,Manhattan,Apartment,85.0,Private room,10009.0,1.0,1,100,85,87.0
5727,1770453,2012-02-18,Beautiful Spot on Manhattan Ave.,Brooklyn,Apartment,95.0,Private room,11222.0,1.0,1,13,59,95.0
5884,1834658,2012-02-29,HUGE ROOM IN THE BEST AREA!!!,Brooklyn,Apartment,,Private room,,2.0,1,0,135,
13674,6862460,2013-06-11,"Charming Two Bedroom in Queens, NY",Queens,Apartment,,Entire home/apt,11372.0,2.0,1,0,120,
10897,4496821,2012-12-26,Spacious private home in Greenpoint,Brooklyn,Apartment,95.0,Entire home/apt,11222.0,2.0,1,7,108,97.0
25117,25009440,2014-12-19,Beautiful Room in Modern BK Apt,Brooklyn,Apartment,85.0,Private room,11238.0,1.0,1,10,70,89.0
15443,8816218,2013-09-13,Bedroom with Empire St Bldg View!,Brooklyn,Apartment,,Private room,11206.0,1.0,1,0,125,
1439,253533,2010-10-05,Modern NYC Chic in the LES,Manhattan,Apartment,,Entire home/apt,10002.0,1.0,1,0,225,
5342,1600541,2012-01-12,Designer Studio-Heart of Manhattan,Manhattan,Apartment,85.0,Entire home/apt,10065.0,1.0,1,29,295,89.0
2869,651818,2011-06-01,Time Square  room  in a shared APT.,Manhattan,Apartment,95.0,Shared room,10018.0,1.0,1,12,88,95.0
22786,21185331,2014-09-10,Beautiful Boerum Hill town house,Brooklyn,Townhouse,100.0,Entire home/apt,11217.0,1.0,1,2,375,100.0
10730,4407429,2012-12-14,Brownstone studio w/ full back yard,Manhattan,Apartment,90.0,Entire home/apt,10036.0,1.0,1,2,160,90.0
7537,2674701,2012-06-18,"Cool Apt-2 bedrooms,10m CentralPark",Manhattan,Apartment,90.0,Entire home/apt,10029.0,3.0,1,19,160,91.0
26845,30667653,2015-04-05,2 Bedroom Apartment in Chelsea,Manhattan,Apartment,,Entire home/apt,10001.0,2.0,1,0,250,
15989,9461670,2013-10-16,CHELSEA FULLY FURNISHED ONE BEDROOM,Manhattan,Apartment,90.0,Entire home/apt,10001.0,1.0,1,11,200,93.0
10845,4463092,2012-12-21,"Room, Central Loc., Private Garden",Manhattan,Apartment,90.0,Private room,10026.0,1.0,1,24,99,91.0
7893,2837739,2012-07-05,Hip & Spacious 1BD in the LES,Manhattan,,85.0,Entire home/apt,10002.0,1.0,1,24,150,89.0
11111,4658655,2013-01-10,Lovely Private Room in Two Bedroom,Queens,Apartment,,Private room,,1.0,1,0,89,
20874,17413705,2014-06-29,Across from Brooklyn Museum,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,2.0,1,17,198,96.0
16692,10207681,2013-11-23,1 bedroom at a Cozy Apartment,Manhattan,Apartment,100.0,Private room,10013.0,2.0,1,1,150,100.0
13433,6639788,2013-05-29,35min to Times Sq/1 block to train,Brooklyn,Apartment,100.0,Private room,11226.0,1.0,1,5,68,100.0
2163,416238,2011-03-01,Cozy Studio with huge private deck,Brooklyn,Apartment,95.0,Entire home/apt,11222.0,1.0,1,36,150,95.0
19638,15116107,2014-05-05,Spacious studio,Manhattan,Apartment,100.0,Entire home/apt,10025.0,1.0,1,1,150,100.0
19694,15287426,2014-05-08,1 Bedroom in the LES,Manhattan,Apartment,85.0,Entire home/apt,10002.0,1.0,1,45,180,89.0
21802,19240619,2014-07-31,"Bright 1 BR, Elevator, 2 Block to Q",Queens,Apartment,85.0,Entire home/apt,11106.0,1.0,1,12,126,87.0
12837,6135292,2013-04-28,"Comfy, by Subway; Privacy & Balcony",Manhattan,Apartment,90.0,Private room,10016.0,1.0,1,3,199,93.0
13129,6364888,2013-05-13,Hell's Kitchen 1-Bdr. Apt. Share,Manhattan,Apartment,95.0,Shared room,10019.0,1.0,1,137,65,98.0
27769,33687636,2015-05-18,Great Views - NYC Studio,Manhattan,Apartment,80.0,Entire home/apt,10004.0,1.0,1,1,139,80.0
10363,4256481,2012-11-27,Beautifull apto in Manhattan,Manhattan,Apartment,,Private room,10009.0,1.0,1,0,150,
583,72808,2010-01-23,Coney island Entire Apt Safari Wi F,Brooklyn,Apartment,90.0,Entire home/apt,,2.0,1,83,105,90.0
14277,7438091,2013-07-12,Clean and Cozy Room in Clinton Hill,Brooklyn,Apartment,,Private room,11205.0,1.0,1,0,120,
7196,2483327,2012-05-28,Modern East Village Apartment,Manhattan,Apartment,100.0,Private room,10009.0,5.0,1,1,110,100.0
11384,4887492,2013-01-28,Fun & Vibrant PermaGO® Bridge%,Manhattan,Apartment,100.0,Shared room,10038.0,1.0,1,9,69,100.0
21647,18882408,2014-07-25,MIMA Time square Luxury Apartment,Manhattan,Apartment,,Private room,10036.0,1.0,1,0,128,
23893,23188519,2014-10-31,"IT""S A BEAUTIFUL DAY IN BROOKLYN! 3",Brooklyn,House,80.0,Private room,11206.0,1.0,1,24,75,81.0
4354,1304705,2011-10-17,Private Room - Charming Artist Loft,Brooklyn,Apartment,85.0,Private room,11205.0,1.0,1,13,120,88.0
22673,20979901,2014-09-05,"Modern, Bright & Quiet in USQ!",Manhattan,Apartment,95.0,Private room,10003.0,1.0,1,5,114,96.0
20355,16566833,2014-06-09,A luxury Midtown East Apartment,Manhattan,Apartment,100.0,Entire home/apt,10022.0,4.0,1,1,200,100.0
24419,23988743,2014-11-20,Bohemian & Chic Apartment,Brooklyn,Apartment,100.0,Private room,11221.0,2.0,1,1,79,100.0
14207,7365834,2013-07-08,Charming 1 BD  in Teatre District.,Manhattan,Apartment,75.0,Entire home/apt,10019.0,3.0,1,6,159,77.0
17795,11489007,2014-01-20,"Garden floor thru apt in Bklyn, NY",Brooklyn,Apartment,90.0,Entire home/apt,11216.0,1.0,1,31,125,93.0
29200,37996953,2015-07-09,Beautiful Studio on Upper East Side,Manhattan,Apartment,100.0,Entire home/apt,10028.0,1.0,1,6,100,100.0
8698,3317050,2012-08-20,Prime Williamsburg Studio,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,13,185,98.0
14953,8186353,2013-08-15,Private Full BR  in Manhattan,Manhattan,Apartment,95.0,Private room,10033.0,1.0,1,13,150,97.0
24284,23818224,2014-11-16,"Large, Quiet Apt in Modern Building",Brooklyn,Apartment,85.0,Entire home/apt,11201.0,2.0,1,4,200,85.0
5357,1602568,2012-01-13,Spectacular Williamsburg 2 BR Loft,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,3.0,1,1,330,100.0
2046,376084,2011-02-03,Carroll Gardens Brownstone Flat,Brooklyn,Apartment,100.0,Entire home/apt,11231.0,2.0,1,1,195,100.0
14560,7748646,2013-07-26,PERFECT PRIVATE ROOM IN MANHATTAN..,Manhattan,Apartment,85.0,Private room,10028.0,1.0,1,52,90,89.0
9428,3772605,2012-10-05,The Large Loft,Brooklyn,Loft,100.0,Entire home/apt,11206.0,6.0,1,7,214,100.0
23936,23234988,2014-11-02,Home on Kissena Park,Queens,House,85.0,Entire home/apt,11358.0,7.0,1,5,299,88.0
11745,5175407,2013-02-21,Bushwick Apartment -close to trains,Brooklyn,Apartment,100.0,Entire home/apt,11206.0,1.0,1,4,110,100.0
21712,19067539,2014-07-28,A nice 1BR apartment available,Queens,Apartment,,Entire home/apt,11415.0,1.0,1,0,150,
8751,3341426,2012-08-22,1 bedroom apt in heart of Chelsea,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,5,300,96.0
29564,39262419,2015-07-22,Upper West Side Apt/Papal visit,Manhattan,Apartment,,Entire home/apt,10023.0,1.0,1,0,700,
30313,42302307,2015-08-23,Spacious apartment w. amazing view,Bronx,Apartment,,Entire home/apt,10453.0,1.0,1,0,90,
7783,2781267,2012-06-29,Bright Charming 2 BR apt LES,Manhattan,Apartment,90.0,Entire home/apt,10002.0,2.0,1,19,255,93.0
1326,228007,2010-09-08,BRIGHT 1-BEDROOM for CAT LOVERS,Brooklyn,Apartment,85.0,Entire home/apt,11211.0,1.0,1,9,150,87.0
2633,572879,2011-05-10,Cozy room in Greenwich Village,Manhattan,Apartment,90.0,Private room,10012.0,1.0,1,57,139,92.0
12892,6176681,2013-05-01,Authentic Pencil Factory Loft,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,1,12,200,100.0
17711,11339193,2014-01-15,Large 1-BR Apt w/Fireplace & Patio,Manhattan,Apartment,,Entire home/apt,10016.0,1.0,1,0,1000,
18009,11770140,2014-01-29,Charming 1BR in Greenwich Village!,Manhattan,Apartment,,Entire home/apt,10014.0,2.0,1,0,249,
2631,576931,2011-05-10,Master Bedroom E.V. Modern Bohemia,Manhattan,Apartment,90.0,Private room,10009.0,1.0,1,25,135,93.0
2713,605463,2011-05-19,Landmark 2 Bedroom West Village NYC,Manhattan,Apartment,90.0,Entire home/apt,10014.0,2.0,1,62,300,90.0
831,126607,2010-05-17,ACCOMMODATIONS GALORE 4 GUESTS' #2,Manhattan,Apartment,90.0,Entire home/apt,10027.0,4.0,1,56,125,90.0
492,62791,2009-12-13,Spacious 2 Bedroom Apt,Manhattan,Apartment,,Entire home/apt,10027.0,2.0,1,0,150,
3084,736236,2011-06-23,"700SQFT 1 BED, W&D, 55"" TV, GARDEN",Manhattan,Apartment,85.0,Entire home/apt,10036.0,1.0,1,30,299,89.0
9777,3985835,2012-10-26,The Minimalist // Lower East Side,Manhattan,Apartment,85.0,Private room,10002.0,1.0,1,48,90,85.0
483,62352,2009-12-11,Brooklyn Photographer's Loft,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,2.0,1,30,145,95.0
8805,3370169,2012-08-25,One Bedroom with your own bathroom,Brooklyn,Apartment,100.0,Private room,,1.0,1,13,70,100.0
13553,6741309,2013-06-04,"Private 1br, newly renovated apt.",Manhattan,Apartment,100.0,Private room,10025.0,1.0,1,1,110,100.0
9788,3992566,2012-10-27,"Private Oasis, en suite bathroom",Brooklyn,Apartment,95.0,Private room,11206.0,2.0,1,21,99,98.0
23173,21887204,2014-09-28,Lower East Side Luxury Doorman Pad,Manhattan,Apartment,100.0,Entire home/apt,10002.0,1.0,1,1,250,100.0
23815,23073152,2014-10-28,Lofted duplex in Kips Bay,Manhattan,Apartment,,Entire home/apt,10010.0,2.0,1,0,350,
20358,16578163,2014-06-09,Modern UWS 1BR by Central Park,Manhattan,Apartment,100.0,Entire home/apt,10023.0,1.0,1,2,245,100.0
3305,831572,2011-07-17,Stylish & Sunny Park Slope apt,Brooklyn,Apartment,,Entire home/apt,11215.0,2.0,1,0,155,
16096,9584310,2013-10-22,Bright room / Private BathroomBig,Brooklyn,Apartment,,Private room,11221.0,1.0,1,0,85,
27899,33949246,2015-05-22,Nice Apartment in 107th St near CU,Manhattan,Apartment,,Entire home/apt,10025.0,3.0,1,0,140,
16166,9634183,2013-10-25,Spacious Midtown Manhattan room,Manhattan,Apartment,85.0,Private room,10022.0,1.0,1,9,95,87.0
14398,7579670,2013-07-18,FiDi Studio with great view,Manhattan,Apartment,,Entire home/apt,10006.0,1.0,1,0,240,
10690,4392503,2012-12-12,Cozy entire apt in lower east side,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,6,160,92.0
12162,5535265,2013-03-19,URBAN CHIC - Luxury 1BR Brownstone,Brooklyn,Apartment,90.0,Private room,11233.0,1.0,1,17,85,93.0
11711,5140339,2013-02-19,Spacious & Sunny Home in Bushwick,Brooklyn,Apartment,80.0,Private room,11249.0,1.0,1,3,89,80.0
27133,31617949,2015-04-20,1 bedroom in East Village,Manhattan,Apartment,60.0,Entire home/apt,10009.0,3.0,1,3,199,60.0
7458,2640773,2012-06-14,Bright Duplex Townhouse w/Garden,Brooklyn,House,80.0,Entire home/apt,11221.0,2.0,1,1,145,80.0
1951,343250,2011-01-11,Beautiful Brooklyn railroad flat,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,2.0,1,2,120,90.0
27047,31304940,2015-04-15,"Cozy Room Shared Loft - ""G""",Brooklyn,Loft,90.0,Private room,11249.0,1.0,1,2,60,90.0
8000,2904960,2012-07-11,Private room in Chelsea,Manhattan,Apartment,90.0,Private room,10011.0,1.0,1,2,79,90.0
14406,7580038,2013-07-18,Entire Private 1-Bdrm Apt for You!,Manhattan,Apartment,,Entire home/apt,10031.0,1.0,1,0,100,
8469,3197762,2012-08-08,NoHo Extra Large New Luxury 1BR,Manhattan,Apartment,100.0,Entire home/apt,10003.0,1.0,1,3,375,100.0
9393,3742289,2012-10-03,Fabulous one bedroom brownstone,Manhattan,Apartment,,Entire home/apt,10065.0,2.0,1,1,299,
14148,7305413,2013-07-05,Lovely duplex in hip Bushwick,Brooklyn,House,90.0,Entire home/apt,11206.0,2.0,1,3,150,90.0
2138,409766,2011-02-25,"For Travelers, Artists, Cat Lovers!",Brooklyn,Apartment,95.0,Entire home/apt,11237.0,1.0,1,34,95,95.0
13518,6725165,2013-06-03,2 Bdrm Gramercy with Amazing Views,Manhattan,Apartment,100.0,Entire home/apt,10010.0,4.0,1,4,300,100.0
18685,13078409,2014-03-12,Gorgeous/Bright & Clean 2 Bedroom!,Manhattan,Apartment,85.0,Entire home/apt,10030.0,3.0,1,11,160,89.0
27325,32113778,2015-04-28,Breakfast Included / Queen Size Bed,Staten Island,House,,Private room,10312.0,1.0,1,0,39,
12371,5707202,2013-03-31,Bedroom in Huge Williamsburg Loft,Brooklyn,Apartment,95.0,Private room,11249.0,1.0,1,35,135,95.0
173,22220,2009-06-18,Modern brick 1 bedroom on UES,Manhattan,Apartment,90.0,Entire home/apt,10028.0,1.0,1,17,175,91.0
18976,13788158,2014-04-01,Fort Greene 2 bedroom Apartment,Brooklyn,Apartment,90.0,Entire home/apt,11205.0,3.0,1,18,225,93.0
21099,17813714,2014-07-08,CROWN HEIGHTS JEWEL FOR 2,Brooklyn,House,95.0,Entire home/apt,11216.0,1.0,1,24,120,97.0
17115,10618980,2013-12-14,Beautiful apt in Bushwick Ridgewood,Brooklyn,Apartment,95.0,Entire home/apt,11385.0,2.0,1,22,100,96.0
24668,24417778,2014-12-02,Cozy basement,Brooklyn,Apartment,100.0,Private room,11216.0,1.0,1,1,110,100.0
20352,16568651,2014-06-09,Cozy 2 bedroom apt in Soho,Manhattan,Apartment,,Entire home/apt,10014.0,2.0,1,0,240,
1928,335272,2011-01-04,Park Slope Tree Top Quiet Apartment,Brooklyn,Apartment,95.0,Entire home/apt,11217.0,1.0,1,39,250,96.0
7712,2748480,2012-06-26,Very nice apt in a great location,Manhattan,Apartment,,Entire home/apt,10027.0,2.0,1,1,130,
2134,406985,2011-02-23,Great Room in Williamsburg,Brooklyn,Apartment,90.0,Private room,11206.0,1.0,1,8,69,90.0
15419,8802873,2013-09-12,"Heart of West Village, Close to All",Manhattan,Apartment,95.0,Entire home/apt,10014.0,1.0,1,15,175,96.0
16996,10528287,2013-12-09,"Rancho Deluxe, Williamsburg!",Brooklyn,Apartment,95.0,Entire home/apt,11211.0,4.0,1,58,200,95.0
8941,3460190,2012-09-03,"Modern Room, Private Terrace w/View",Brooklyn,Apartment,95.0,Private room,11205.0,1.0,1,33,95,98.0
